ticker,name,aliases
JFL,Jhandewalas Foods Limited,Jhandewalas Foods Ltd
IPRU3018,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 19 - CUMULATIVE OPTION
IPRU3019,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 19  - DIVIDEND PAYOUT OPTION
IPRU9220,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 19  - DIRECT PLAN CUMULATIVE OPTION
IPRU9221,ICICI Prudential Mutual Fund,ICICI PRUDENTIAL VALUE FUND - SERIES 19  -DIRECT PLAN DIVIDEND PAYOUT OPTION
7SEASL,7SEAS ENTERTAINMENT LIMITED,7Seas Entertainment Ltd
APOLLO,Apollo Micro Systems Limited,Apollo Micro Systems Ltd
NCBFIVDDD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD DR DVP 18JN21
NCBFIVDG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD RG GWTH 18JN21
NCBFIVDDG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD DR GWTH 18JN21
NCBFIVDD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD RG DVP 18JN21
NEWGEN,Newgen Software Technologies Limited,Newgen Software Technologies Ltd
PRAXIS,Praxis Home Retail Limited,Praxis Home Retail Ltd
AMBER,Amber Enterprises India Limited,Amber Enterprises India Ltd
CRPRISK,CRP Risk Management Limited,CRP Risk Management Ltd
TIRUFOAM,TIRUPATI FOAM LIMITED,Tirupati Foam Ltd
SRUSTEELS,SRU Steels Limited,SRU Steels Ltd
ASHOKAMET,Ashoka Metcast Limited,Ashoka Metcast Ltd
GALAXYSURF,Galaxy Surfactants Limited,Galaxy Surfactants Ltd
GGL,Gautam Gems Limited,Gautam Gems Ltd
MEDICO,MEDICO REMEDIES LIMITED,Medico Remedies Ltd
GUJHYSPIN,Gujarat Hy-Spin Limited,Gujarat Hy-Spin Ltd
FSSPL,Focus Suites Solutions & Services Limited,Focus Suites Solutions & Services Ltd
IPRU3034,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 20 - Cumulative Option
IPRU3035,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 20 - Dividend Option
IPRU9236,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 20 - Direct Plan Cumulative Option
IPRU9237,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 20 - Direct Plan Dividend Option
LAL,LORENZINI APPARELS LIMITED,Lorenzini Apparels Ltd
KENVI,Kenvi Jewels Limited,Kenvi Jewels Ltd
IWP,The Indian Wood Products Co. Ltd.,The Indian Wood Products Company Ltd
TDSL,Tasty Dairy Specialities Limited,Tasty Dairy Specialities Ltd
BHATIA,Bhatia Communications & Retail (India) Limited,Bhatia Communications & Retail (India) Ltd
SHIVAMILLS,Shiva Mills Limited,Shiva Mills Ltd
ASTERDM,Aster DM Healthcare Limited,Aster DM Healthcare Ltd
YSL,The Yamuna Syndicate Ltd,The Yamuna Syndicate Ltd
KTINDF4RG,Kotak Mahindra Mutual Fund,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option
KTINDF4RD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option
KTINDF4DG,Kotak Mahindra Mutual Fund,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION
KTINDF4DD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option
KANCOTEA,KANCO TEA & INDUSTRIES LIMITED,Kanco Tea & Industries Ltd
ANGEL,Angel Fibers Limited,Angel Fibers Ltd
HGINFRA,H.G. Infra Engineering Limited,H.G. Infra Engineering Ltd
EIS,East India Securities Limited,East India Securities Ltd
AXISCBD1D,Axis Mutual Fund,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout
AXISCBDGG,Axis Mutual Fund,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth
AXISCBDPD,Axis Mutual Fund,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout
AXISCBGPG,Axis Mutual Fund,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth
INFLAME,Inflame Appliances Limited,Inflame Appliances Ltd
DACE2RG,DSP Mutual Fund,DSP ACE Fund Series 2 Reg Growth Mat Dt 28 Jun 2021
DACE2RDP,DSP Mutual Fund,DSP A.C.E. Fund - Series 2 - Reg - IDCW - Reg Pay Mat Dt.28-Jun-2021
DACE2DG,DSP Mutual Fund,DSP A.C.E. Fund - Series 2 - Dir - Growth Mat Dt.28-Jun-2021
DACE2DDP,DSP Mutual Fund,DSP A.C.E. Fund - Series 2 - Dir - IDCW - Reg Pay Mat Dt.28-Jun-2021
ABSLRIF6RG,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- GROWTH
ABSLRIF6RD,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- DIVIDEND PAYOUT
ABSLRIF6DG,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- GROWTH
ABSLRIF6DD,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- DIVIDEND PAYOUT
BPLPHARMA,Bharat Parenterals Limited,Bharat Parenterals Ltd
SHREESHAY,Shreeshay Engineers Limited,Shreeshay Engineers Ltd
ACFL,APEX CAPITAL AND FINANCE LIMITED,Apex Capital And Finance Ltd
BDL,Bharat Dynamics Limited,Bharat Dynamics Ltd
ACTIVE,Active Clothing Co  Limited,Active Clothing Co Ltd
RIDINGS,Ridings Consulting Engineers India Limited,Ridings Consulting Engineers India Ltd
GOYALALUM,GOYAL ALUMINIUMS LIMITED,Goyal Aluminiums Ltd
BANDHANBNK,Bandhan Bank Limited,Bandhan Bank Ltd
HAL,Hindustan Aeronautics Limited,Hindustan Aeronautics Ltd
DHARAN,DHARAN INFRA-EPC LIMITED,Dharan Infra-EPC Ltd
SANDHAR,Sandhar Technologies Limited,Sandhar Technologies Ltd
YASHO,YASHO INDUSTRIES LIMITED,Yasho Industries Ltd
BENARA,Benara Bearings and Pistons Limited,Benara Bearings and Pistons Ltd
ISEC,ICICI Securities Limited,ICICI Securities Ltd
MIDHANI,Mishra Dhatu Nigam Limited,Mishra Dhatu Nigam Ltd
LEX,Lex Nimble Solutions Limited,Lex Nimble Solutions Ltd
OBCL,Orissa Bengal Carrier Limited,Orissa Bengal Carrier Ltd
TRL,Taylormade Renewables Limited,Taylormade Renewables Ltd
LEMONTREE,Lemon Tree Hotels Limited,Lemon Tree Hotels Ltd
ABSLRIF7RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Growth Option
ABSLRIF7RD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Dividend Payout
ABSLRIF7DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Growth Option
ABSLRIF7DD,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Dividend Payout
CHEMFAB,Chemfab Alkalis Ltd,Chemfab Alkalis Ltd
HARDWYN,HARDWYN INDIA LIMITED,Hardwyn India Ltd
DLCL,DR LALCHANDANI LABS LIMITED,Dr Lalchandani Labs Ltd
ORIENTELEC,Orient Electric Limited,Orient Electric Ltd
DHRUV,Dhruv Consultancy Services Limited,Dhruv Consultancy Services Ltd
AKSHAR,Akshar Spintex Limited,Akshar Spintex Ltd
INDOUS,Indo US Bio-Tech Limited,Indo Us Bio-Tech Ltd
IPRU3095,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option
IPRU3096,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 2 - Dividend Option
IPRU9297,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Cumulative Option
IPRU9298,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Dividend Option
BSE500IETF,ICICI Prudential Mutual Fund,ICICI Prudential BSE 500 ETF
INDOSTAR,IndoStar Capital Finance Limited,Indostar Capital Finance Ltd
MILEFUR,Milestone Furniture Limited,Milestone Furniture Ltd
UHZAVERI,U. H. ZAVERI LIMITED,U. H. Zaveri Ltd
KTKIND5RG,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 5 - Regular Plan - Growth Option
KTKIND5RD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 5 - Regular Plan - Dividend Option
KTKIND5DG,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 5 - Direct Plan - Growth Option
KTKIND5DD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 5 - Direct Plan - Dividend Option
PARVATI,Parvati Sweetners and Power Ltd.,Parvati Sweetners and Power Ltd
MEGASTAR,Megastar Foods Limited,Megastar Foods Ltd
INNOVATORS,Innovators Facade Systems Limited,Innovators Facade Systems Ltd
UCIL,UNIFINZ CAPITAL INDIA LIMITED,Unifinz Capital India Ltd
ZIMLAB,ZIM Laboratories Limited,Zim Laboratories Ltd
ARIHANTINS,Arihant Institute Limited,Arihant Institute Ltd
AFFORDABLE,Affordable Robotic & Automation Limited,Affordable Robotic & Automation Ltd
DOLLAR,Dollar Industries Limited,Dollar Industries Ltd
NGIL,NAKODA GROUP OF INDUSTRIES LIMITED,Nakoda Group of Industries Ltd
PALMJEWELS,Palm Jewels Limited,Palm Jewels Ltd
WAA,Waa Solar Limited,Waa Solar Ltd
ADANIGREEN,Adani Green Energy Limited,Adani Green Energy Ltd
MCLEODBBPH,McLeod Russel India Limited,MCLEODBBPH
UNICK,Unick Fix-A- Form and Printers Limited,Unick Fix-A-Form And Printers Ltd
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,Solara Active Pharma Sciences Ltd
TALWGYM,TALWALKARS HEALTHCLUBS LIMITED,Talwalkars Healthclubs Ltd
GAYAHWS,GAYATRI HIGHWAYS LTD,Gayatri Highways Ltd
RITES,RITES Limited,RITES Ltd
FINEORG,Fine Organic Industries Limited,Fine Organic Industries Ltd
VARROC,Varroc Engineering Limited,Varroc Engineering Ltd
RAJNISH,Rajnish Wellness Limited,Rajnish Wellness Ltd
GUJWIND,Gujarat Winding Systems Limited,Gujarat Winding Systems Ltd
STRAEXPO,Sophia Traexpo Limited,Sophia Traexpo Ltd
RAWEDGE,Raw Edge Industrial Solutions Limited,Raw Edge Industrial Solutions Ltd
IPRU3143,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option
IPRU3144,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option
IPRU9345,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option
IPRU9346,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option
TVF1D,Tata Mutual Fund,Tata Vaue Fund Series 1 - Regular Plan - Dividend Payout Option
TVF1DZ,Tata Mutual Fund,Tata Vaue Fund Series 1 - Direct Plan - Dividend Payout Option
TVF1G,Tata Mutual Fund,Tata Vaue Fund Series 1 - Regular Plan - Growth Option
TVF1GZ,Tata Mutual Fund,Tata Vaue Fund Series 1 - Direct Plan - Growth Option
TCNSBRANDS,TCNS Clothing Co. Limited,TCNS Clothing Co. Ltd
SUPERSHAKT,Supershakti Metaliks Limited,Supershakti Metaliks Ltd
ASHNI,Ashnisha Industries Limited,Ashnisha Industries Ltd
RACONTEUR,RACONTEUR GLOBAL RESOURCES LIMITED,Raconteur Global Resources Ltd
IDFCEOS6RG,Bandhan Mutual Fund,IDFC Equity Opportunity - Series 6 - Regular Plan - Growth Option
IDFCEOS6RD,Bandhan Mutual Fund,IDFC Equity Opportunity - Series 6 - Regular Plan - Dividend Payout  Option
IDFCEOS6DG,Bandhan Mutual Fund,IDFC Equity Opportunity - Series 6 - Direct Plan - Growth Option
IDFCEOS6DD,Bandhan Mutual Fund,IDFC Equity Opportunity - Series 6 - Direct Plan - Dividend Payout Option
HDFCAMC,HDFC Asset Management Company Limited,HDFC Asset Management Company Ltd
RADIOCITYPH,Music Broadcast Limited,RADIOCITYPH
VIVANTA,Vivanta Industries Limited,Vivanta Industries Ltd
FRATELLI,Fratelli Vineyards Limited,Fratelli Vineyards Ltd
TVF2D,Tata Mutual Fund,TATA Value Fund Series  2 - Regular Plan  - Dividend Payout Option
TVF2DZ,Tata Mutual Fund,TATA Value Fund Series  2 - Direct Plan  - Dividend Payout Option
TVF2G,Tata Mutual Fund,TATA Value Fund Series  2 - Regular  Plan  - Growth Option
TVF2GZ,Tata Mutual Fund,TATA Value Fund Series  2 - Direct Plan  - Growth Option
CREDITACC,CreditAccess Grameen Ltd.,CreditAccess Grameen Ltd
AMINTAN,AMIN TANNERY LIMITED,Amin Tannery Ltd
DEEP,Deep Polymers Limited,Deep Polymers Ltd
SMEL,Sungold Media and Entertainment Limited,Sungold Media and Entertainment Ltd
IPRU3168,ICICI Prudential Mutual Fund,ICICI PRU Bharat Consumption Fund - Sr 4 - Cumulative
IPRU3169,ICICI Prudential Mutual Fund,ICICI PRU Bharat Consumption Fund - Sr 4 - Dividend Payout Option
IPRU9370,ICICI Prudential Mutual Fund,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Cumulative
IPRU9371,ICICI Prudential Mutual Fund,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Dividend Payout
NEXT50IETF,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Next 50 ETF
ASRL,Add-Shop E-Retail Limited,Add-Shop ERetail Ltd
KTKIND7RG,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 7 - Regular Plan - Growth Option
KTKIND7RD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 7 - Regular Plan - Dividend Option
KTKIND7DG,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 7 - Direct Plan - Growth Option
KTKIND7DD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund Series 7 - Direct Plan - Dividend Option
SPACEINCUBA,Space Incubatrics Technologies Limited,Space Incubatrics Technologies Ltd
SGIL,Synergy Green Industries Limited,Synergy Green Industries Ltd
THYROBBPH,Thyrocare Technologies Limited,THYROBBPH
RANJEET,Ranjeet Mechatronics Limited,Ranjeet Mechatronics Ltd
IRCON,IRCON International Ltd,IRCON International Ltd
SKYGOLD,Sky Gold And Diamonds Limited,Sky Gold And Diamonds Ltd
SETFSN50,SBI Mutual Fund,SBI - ETF - SENSEX NEXT 50
MACH,Mac Hotels Limited,Mac Hotels Ltd
MANORAMA,Manorama Industries Limited,Manorama Industries Ltd
INNOVATIVE,Innovative Ideals and Services (India) Limited,Innovative Ideals and Services (India) Ltd
NIOSAG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG GWTH31JN22
NIOSAD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG DVP31JN22
NIOSADG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR GWTH31JN22
NIOSADD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR DVP31JN22
AAVAS,AAVAS Financiers Limited,AAVAS Financiers Ltd
GENERAAGRI,GENERA AGRI CORP LTD,Genera Agri Corp Ltd
DCL,DEVOTED CONSTRUCTION LIMITED,Devoted Construction Ltd
GRSE,Garden Reach Shipbuilders & Engineers Limited,Garden Reach Shipbuilders & Engineers Ltd
A1L,A-1 LIMITED,A-1 Ltd
DOLFIN,Dolfin Rubbers Limited,Dolfin Rubbers Ltd
TDPOWBBPH,TD Power Systems Ltd,TDPOWBBPH
SHUBHAM,Shubham Polyspin Limited,Shubham Polyspin Ltd
AKI,AKI India Limited,AKI India Ltd
SUNRETAIL,Sun Retail Limited,Sun Retail Ltd
SMGOLD,S. M. Gold Limited,S. M. Gold Ltd
VIVIDM,VIVID MERCANTILE LIMITED,Vivid Mercantile Ltd
BCPL,BCPL Railway Infrastructure Limited,BCPL Railway Infrastructure Ltd
ATGL,ADANI TOTAL GAS LIMITED,Adani Total Gas Ltd
LAXMIBBPH,LMW Limited,LAXMIBBPH
NETRIPPLES,Netripples Software Limited,Netripples Software Ltd
PHOSPHATE,The Phosphate Company Limited,The Phosphate Company Ltd
NIFTYETF,Mirae Asset Mutual Fund,MIRAE ASSET NIFTY 50 ETF (MAN50ETF)
TECHNOE,Techno Electric & Engineering Company Limited,Techno Electric & Engineering Company Ltd
RONI,Roni Households Limited,Roni Households Ltd
SKIFL,Shree Krishna Infrastructure Limited,Shree Krishna Infrastructure Ltd
DGL,Diksha Greens Limited,Diksha Greens Ltd
IPRU3218,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option
IPRU3219,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option
IPRU9420,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Cumulative Option
IPRU9421,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Dividend Payout  Option
ORIENTBBPH,AG VENTURES LIMITED,ORIENTBBPH
ARYAN,Aryan Share & Stock Brokers Ltd.,Aryan Share and Stock Brokers Ltd
NIVAKA,NIVAKA FASHIONS LIMITED,Nivaka Fashions Ltd
DALBHARAT,DALMIA BHARAT LIMITED,Dalmia Bharat Ltd
ABSLNN50ET,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty Next 50 ETF
NILASPACES,Nila Spaces Ltd,Nila Spaces Ltd
SRD,Shankar Lal Rampal Dye-Chem Limited,Shankar Lal Rampal Dye-Chem Ltd
TREJHARA,Trejhara Solutions Limited,Trejhara Solutions Ltd
AXISCCDID,Axis Mutual Fund,Axis Capital Builder Fund - Series 4 (1582 days)
AXISCCDGG,Axis Mutual Fund,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option
AXISCCDPD,Axis Mutual Fund,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option
AXISCCGPG,Axis Mutual Fund,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option
DECCAN,Deccan Health Care Limited,Deccan Health Care Ltd
SETLBBPH,Antelopus Selan Energy Limited,SETLBBPH
AXITA,Axita Cotton Limited,Axita Cotton Ltd
KPIGREEN,KPI Green Energy Limited,KPI Green Energy Ltd
HIKLASS,Hi-Klass Trading and Investment Limited,Hi-Klass Trading and Investment Ltd
RPSGVENT,RPSG VENTURES LIMITED,RPSG Ventures Ltd
SPENCERS,Spencer's Retail Limited,Spencers Retail Ltd
GLOSTERLTD,Gloster Ltd,Gloster Ltd
XELPMOC,Xelpmoc Design and Tech Limited,Xelpmoc Design and Tech Ltd
SPACAPS,SPA Capital Services Limited,SPA Capital Services Ltd
AARSHYAM,Aar Shyam India Investment Company Limited,Aar Shyam India Investment Company Ltd
RITCO,Ritco Logistics Limited,Ritco Logistics Ltd
CHALET,Chalet Hotels Limited,Chalet Hotels Ltd
PSLBBPH,Persistent Systems Limited,PSLBBPH
CYIENTBBPH,Cyient Limited,CYIENTBBPH
ANMOL,Anmol India Limited,Anmol India Ltd
JONJUA,Jonjua Overseas Limited,Jonjua Overseas Ltd
KRANTI,Kranti Industries Limited,Kranti Industries Ltd
ANUP,The Anup Engineering Ltd,The Anup Engineering Ltd
GLEAM,Gleam Fabmat Limited,Gleam Fabmat Ltd
ARVINDFASN,Arvind Fashions Limited,Arvind Fashions Ltd
MAHIP,Mahip Industries Limited,Mahip Industries Ltd
UTISXN50,UTI Mutual Fund,UTI BSE Sensex Next 50 ETF
AIHL,AMBASSADOR INTRA HOLDINGS LIMITED,Ambassador Intra Holdings Ltd
MAZDALTDBP,Mazda Ltd.,MAZDALTDBP
INFYBBPH,Infosys Ltd,INFYBBPH
JYOTIN,Jyot International Marketing Limited,Jyot International Marketing Ltd
AGOL,Ashapuri Gold Ornament Limited,Ashapuri Gold Ornament Ltd
AARTECH,Aartech Solonics Limited,Aartech Solonics Ltd
HBEL,Humming Bird Education Limited,Humming Bird Education Ltd
MSTCLTD,MSTC Limited,MSTC Ltd
ROOPSHRI,Roopshri Resorts Limited,Roopshri Resorts Ltd
CHANDNIMACH,Chandni Machines Limited,Chandni Machines Ltd
NSL,Northern Spirits Limited,Northern Spirits Ltd
CKFSL,Cox & Kings Financial Service Limited,Cox & Kings Financial Service Ltd
RVNL,Rail Vikas Nigam Limited,Rail Vikas Nigam Ltd
METROPOLIS,Metropolis Healthcare Limited,Metropolis Healthcare Ltd
KPITTECH,KPIT Technologies Ltd,KPIT Technologies Ltd
POLYCAB,Polycab India Limited,Polycab India Ltd
JINAAM,JINAAM���S DRESS LIMITED,Jinaams Dress Ltd
VRFILMS,V R FILMS & STUDIOS LIMITED,V R Films & Studios Ltd
VIKASLIFE,VIKAS LIFECARE LIMITED,Vikas Lifecare Ltd
NEOGEN,Neogen Chemicals Limited,Neogen Chemicals Ltd
GKP,G. K. P. Printing & Packaging Limited,G. K. P. Printing & Packaging Ltd
WORL,White Organic Retail Limited,White Organic Retail Ltd
EVANS,EVANS ELECTRIC LIMITED,Evans Electric Ltd
BMW,BMW INDUSTRIES LIMITED,BMW Industries Ltd
AEPL,Artemis Electricals and Projects Limited,Artemis Electricals and Projects Ltd
MAHESH,Mahesh Developers Limited,Mahesh Developers Ltd
CHCL,Cian Healthcare Limited,Cian Healthcare Ltd
DEL,Dhanashree Electronics Limited,Dhanashree Electronics Ltd
HARISH,Harish Textile Engineers Limited,Harish Textile Engineers Ltd
SUICH,Suich Industries Limited,Suich Industries Ltd
PPL,Prakash Pipes Limited,Prakash Pipes Ltd
DGCONTENT,Digicontent Limited,Digicontent Ltd
PARSHVA,Parshva Enterprises Limited,Parshva Enterprises Ltd
ARL,Anand Rayons Limited,Anand Rayons Ltd
MURAE,Murae Organisor Limited,Murae Organisor Ltd
SBC,SBC EXPORTS LIMITED,SBC Exports Ltd
INDIAMART,IndiaMART InterMESH Limited,IndiaMART InterMESH Ltd
CPML,CITY PULSE MULTIVENTURES LIMITED,City Pulse Multiventures Ltd
SKIEL,SK International Export Limited,SK International Export Ltd
DCMNVL,DCM NOUVELLE LIMITED,DCM Nouvelle Ltd
BANKIETF,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Bank ETF
SNXT50BEES,Nippon India Mutual Fund,Nippon India ETF S&P BSE Sensex Next 50
AFFLE,AFFLE 3I LIMITED,Affle 3I Ltd
SEACOAST,SEACOAST SHIPPING SERVICES LIMITED,Seacoast Shipping Services Ltd
PVTBANIETF,ICICI Prudential Mutual Fund,ICICI Prudential Nifty Private Bank ETF
SPANDANA,Spandana Sphoorty Financial Limited,Spandana Sphoorty Financial Ltd
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED,Sterling and Wilson Renewable Energy Ltd
TRANSPACT,Transpact Enterprises Limited,Transpact Enterprises Ltd
ALPHALOGIC,Alphalogic Techsys Limited,Alphalogic Techsys Ltd
NOVATEOR,Novateor Research Laboratories Limited,Novateor Research Laboratories Ltd
360ONE,360 ONE WAM LIMITED,360 ONE WAM LTD
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,IIFL Capital Services Ltd
MUFIN,MUFIN GREEN FINANCE LIMITED,Mufin Green Finance Ltd
MISQUITA,Misquita Engineering Limited,Misquita Engineering Ltd
GALACTICO,Galactico Corporate Services Limited,Galactico Corporate Services Ltd
VEL,Vaxfab Enterprises Limited,Vaxfab Enterprises Ltd
NIESSPJ,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT
NIESSPI,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT
NIESSPB,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS
NIESSPO,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT
NIESSPC,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT
NIESSPP,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT
NIESSPA,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS
NIESSPG,Nippon India Mutual Fund,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT
